#  
#   VizieR Astronomical Server: vizier.u-strasbg.fr 	2003-08-05T12:27:17
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#   
#Coosys	J2000:	eq_FK5 2000 
#INFO	Ref=Vxml771

#RESOURCE=8004   
#Name: VIII/4   
#Title:	Fourth Cambridge Survey (4C) (Pilkington+ 1965; Gower+ 1967)   
#Table	VIII_4_radio4c:      
#Name: VIII/4/radio4c     
#Title:	Fourth Cambridge Radio Survey Data          
#Coosys	B1950:	eq_FK4 1950           
#Column	_RAJ2000	(A10)	       Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	_DEJ2000	(A8)	       Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	4C	(A8)	       The 4C number        (link)          
#Column	FluxDen	(F7)	       Flux density (1.0E-26 W/m2/Hz) at 178 MHz          
#Column	ErrClas1	(I2)	       Position and flux error class (in number)          
#Column	GLON	(F5)	       Galactic longitude, System II.          
#Column	GLAT	(F5)	       Galactic latitude, System II.          
#Column	ErrClas2	(A3)	       Position & flux error class (character form)          
#Column	com	(A8)	       Remarks          
#Column	recno	(I8)	       Record number within the original table (starting from 1)        (link)     

_RAJ2000	_DEJ2000	4C	FluxDen	ErrClas1	GLON	GLAT	ErrClas2	com	recno
04 23 53.1	+63 01.4	+62.09  	    2.5	22	144.5	  9.4	bl 	        	    4402
06 03 21.9	+62 56.5	+62.10  	    2.6	 1	151.0	 18.8	a  	        	    4403
06 17 50.2	+62 30.4	+62.11  	    2.0	 1	152.0	 20.1	a  	        	    4404
06 31 35.7	+62 52.9	+62.12  	    2.2	 1	152.2	 21.8	a  	        	    4405
08 51 57.2	+62 19.1	+62.13  	    2.9	 1	153.4	 37.7	a  	        	    4406
10 55 57.5	+62 38.9	+62.14  	    2.4	 1	143.0	 49.7	a  	        	    4407
11 01 52.8	+62 39.0	+62.15  	    2.6	 1	142.2	 50.2	a  	        	    4408
11 18 35.8	+61 48.4	+62.16  	    2.1	21	140.5	 52.0	be 	        	    4409
11 54 08.5	+62 06.9	+62.17  	    3.6	 1	134.2	 53.7	a  	        	    4410
12 35 52.9	+61 54.2	+62.18  	    2.3	21	126.1	 55.1	be 	        	    4411
12 40 13.8	+62 25.2	+62.19  	    2.5	 1	125.2	 54.7	a  	        	    4412
12 57 37.1	+61 58.0	+62.20  	    4.4	 1	121.7	 55.1	a  	        	    4413
13 14 32.7	+62 14.5	+62.21  	    2.8	 2	118.3	 54.7	b  	        	    4414
13 59 29.7	+62 09.3	+62.22  	    2.9	 1	109.7	 53.2	a  	        	    4415
15 07 56.5	+62 13.6	+62.23  	    2.1	 1	 99.8	 48.3	a  	        	    4416
15 13 05.2	+62 28.8	+62.24  	    2.4	 2	 99.5	 47.7	b  	        	    4417
15 49 58.6	+62 41.4	+62.25  	   14.5	 1	 96.3	 44.1	a  	3C325   	    4418
16 34 33.8	+62 46.5	+62.26  	   12.4	 1	 93.6	 39.4	a  	3C343   	    4419
16 38 27.3	+62 35.4	+62.27  	   11.5	 1	 93.2	 39.0	a  	3C343.1 	    4420
17 06 15.8	+62 00.6	+62.28  	    3.9	 1	 91.6	 36.0	a  	        	    4421
17 46 13.0	+62 27.4	+62.29  	    2.3	 1	 91.6	 31.3	a  	        	    4422
18 31 22.5	+62 32.9	+62.30  	    2.3	 2	 92.2	 26.1	b  	        	    4423
19 13 53.2	+62 11.0	+62.31  	    3.2	 1	 93.0	 21.3	a  	        	    4424
20 46 26.2	+62 35.8	+62.32  	    2.3	 2	 98.6	 12.0	b  	        	    4425
21 12 47.6	+62 16.0	+62.33  	   10.0	 1	100.3	  9.4	a  	        	    4426
21 26 38.9	+62 52.0	+62.34  	    2.4	 1	101.9	  8.7	a  	        	    4427
22 03 20.3	+62 40.9	+62.35  	   11.1	 1	104.9	  5.8	a  	        	    4428
22 31 12.2	+62 46.7	+62.36  	    4.9	 1	107.7	  4.1	a  	        	    4429
00 25 28.9	+64 10.7	+63.01  	   14.2	 1	120.1	  1.4	a  	3C10    	    4430
00 29 43.2	+64 00.3	+63.02  	   11.6	22	120.6	  1.2	bl 	3C11.1  	    4431
00 59 20.4	+64 15.3	+63.03  	    2.4	22	123.8	  1.4	bl 	        	    4432
02 04 39.0	+64 00.6	+63.04  	    2.1	 1	130.8	  2.3	a  	        	    4433
02 35 42.1	+63 22.9	+63.05  	    2.5	 1	134.3	  2.8	a  	        	    4434
03 25 04.3	+63 28.4	+63.06  	    2.1	 1	139.1	  5.5	a  	        	    4435
05 05 27.3	+63 06.8	+63.07  	    3.4	 1	147.5	 13.1	a  	        	    4436
05 47 32.3	+63 58.1	+63.08  	    5.1	 1	149.2	 17.6	a  	        	    4437
06 02 04.8	+63 51.9	+63.09  	    3.0	 1	150.0	 19.0	a  	        	    4438
07 04 27.8	+63 22.6	+63.10  	    3.9	 1	152.6	 25.5	a  	        	    4439
08 51 00.0	+63 43.2	+63.11  	    4.5	 1	151.8	 37.2	a  	        	    4440
09 22 21.9	+63 35.3	+63.12  	    2.1	 1	150.5	 40.6	a  	        	    4441
10 09 36.2	+63 35.6	+63.13  	    2.3	 1	147.1	 45.2	a  	        	    4442
11 32 38.9	+63 26.2	+63.14  	    2.6	 1	136.9	 51.5	a  	        	    4443
11 58 39.9	+62 52.7	+63.15  	    4.2	 1	132.9	 53.2	a  	        	    4444
12 03 20.5	+63 22.1	+63.16  	    3.0	 1	131.8	 52.9	a  	        	    4445
12 25 53.3	+63 38.7	+63.17  	    2.6	22	127.7	 53.2	bl 	        	    4446
14 03 32.2	+63 42.3	+63.18  	    3.5	 1	110.2	 51.6	a  	        	    4447
14 29 52.7	+63 11.9	+63.19  	    2.3	 1	105.8	 50.5	a  	        	    4448
14 36 37.7	+63 24.4	+63.20  	    6.0	 1	105.0	 49.9	a  	        	    4449
14 49 22.1	+63 15.8	+63.21  	   14.3	 1	103.2	 49.1	a  	3C305   	    4450
15 23 46.2	+63 40.4	+63.22  	    2.5	 1	 99.7	 46.0	a  	        	    4451
15 52 41.1	+63 39.9	+63.23  	    2.2	 1	 97.2	 43.3	a  	        	    4452
19 39 32.2	+63 44.5	+63.24  	    4.8	 1	 95.7	 19.1	a  	        	    4453
22 01 03.8	+63 52.7	+63.25  	    4.2	 1	105.5	  6.9	a  	        	    4454
22 46 13.0	+63 42.3	+63.26  	    2.8	21	109.6	  4.1	be 	        	    4455
01 52 02.4	+64 52.3	+64.01  	    2.3	 1	129.3	  2.8	a  	        	    4456
02 05 29.4	+64 50.8	+64.02  	    7.6	 1	130.7	  3.1	a  	3C58    	    4457
02 16 29.6	+65 00.3	+64.03  	    2.4	 1	131.8	  3.6	a  	        	    4458
02 37 50.5	+64 55.6	+64.04  	    3.2	 1	133.9	  4.3	a  	        	    4459
04 05 34.5	+64 52.8	+64.05  	    3.3	 2	141.7	  9.4	b  	        	    4460
04 09 03.4	+64 20.4	+64.06  	    3.2	 1	142.4	  9.2	a  	        	    4461
06 06 24.9	+64 44.9	+64.07  	    7.0	 1	149.3	 19.8	a  	        	    4462
06 41 47.5	+64 41.5	+64.08  	    2.7	 1	150.7	 23.3	a  	        	    4463
07 24 38.3	+64 26.2	+64.09  	    2.4	 2	151.8	 27.8	b  	        	    4464
09 26 51.1	+64 20.2	+64.10  	    3.0	 1	149.4	 40.8	a  	        	    4465
10 13 02.8	+64 22.0	+64.11  	    4.6	 1	145.9	 45.1	a  	        	    4466
10 22 54.2	+64 29.7	+64.12  	    2.9	 2	144.8	 45.8	b  	        	    4467
11 38 31.1	+64 16.6	+64.13  	    2.1	22	135.4	 51.0	bl 	*       	    4468
12 06 24.0	+64 14.2	+64.14  	   10.3	 1	130.9	 52.2	a  	3C268.3 	    4469
12 17 36.8	+64 05.3	+64.15  	    2.7	 1	129.0	 52.6	a  	        	    4470
12 26 49.8	+64 08.8	+64.16  	    2.6	21	127.4	 52.8	be 	        	    4471
12 51 12.0	+64 05.7	+64.17  	    2.0	22	123.0	 53.0	bl 	        	    4472
13 20 57.0	+64 31.4	+64.18  	    3.8	 1	117.7	 52.3	a  	        	    4473
13 50 41.6	+64 29.5	+64.19  	   10.2	 1	112.8	 51.5	a  	        	    4474
16 10 28.9	+64 33.4	+64.20  	    3.3	 2	 97.1	 41.2	b  	*       	    4475
17 19 56.5	+64 03.2	+64.21  	    3.0	 1	 93.8	 34.2	a  	        	    4476
19 13 04.2	+64 35.4	+64.22  	    2.5	 1	 95.5	 22.1	a  	        	    4477
19 42 31.9	+64 27.8	+64.23  	    2.7	 1	 96.5	 19.1	a  	        	    4478
22 52 03.3	+64 40.7	+64.24  	   10.3	 1	110.6	  4.7	a  	3C454.2 	    4479
23 50 52.9	+64 40.8	+64.25  	   30.5	 1	116.5	  2.6	a  	3C468.1 	    4480
01 32 35.5	+65 58.5	+65.01  	    2.1	 1	127.1	  3.4	a  	        	    4481
01 38 15.3	+65 17.5	+65.02  	    2.0	 2	127.8	  2.9	b  	        	    4482
01 41 37.7	+65 54.2	+65.03  	    2.2	 1	128.0	  3.5	a  	        	    4483
01 56 08.1	+65 28.0	+65.04  	    3.3	 1	129.6	  3.4	a  	        	    4484
03 13 22.6	+65 36.7	+65.05  	    2.3	 1	136.9	  6.7	a  	        	    4485
03 58 14.0	+65 48.8	+65.06  	    3.0	 1	140.5	  9.5	a  	        	    4486
06 16 02.8	+65 37.0	+65.07  	    2.0	 2	148.8	 21.0	b  	        	    4487
07 23 53.6	+65 01.6	+65.08  	    4.4	 1	151.1	 27.8	a  	        	    4488
08 37 44.9	+65 13.3	+65.09  	    9.2	 1	150.3	 35.5	a  	3C204   	    4489
08 58 26.4	+65 40.5	+65.10  	    4.6	 1	149.1	 37.5	a  	        	    4490
10 29 08.8	+64 55.9	+65.11  	    2.0	 1	143.7	 46.0	a  	        	    4491
11 11 45.3	+64 49.5	+65.12  	    4.4	 2	138.8	 49.1	b  	        	    4492
11 55 17.1	+65 37.7	+65.13  	    3.0	 1	132.0	 50.5	a  	        	    4493
13 08 20.3	+65 43.4	+65.14  	    5.2	 1	120.2	 51.3	a  	        	    4494
13 25 29.9	+65 14.8	+65.15  	    3.0	 1	117.2	 51.5	a  	        	    4495
14 47 06.0	+65 31.5	+65.16  	    3.3	22	105.7	 47.5	bl 	        	    4496
15 34 48.9	+65 01.8	+65.17  	    2.3	 2	100.3	 44.2	b  	        	    4497
15 45 48.7	+64 53.8	+65.18  	    3.6	 1	 99.2	 43.3	a  	        	    4498
15 58 23.5	+65 29.7	+65.19  	    8.4	 1	 99.0	 41.9	a  	        	    4499
16 20 33.7	+65 28.0	+65.20  	    5.0	 1	 97.6	 39.9	a  	        	    4500
17 32 53.7	+65 32.9	+65.21  	    4.0	 1	 95.4	 32.6	a  	        	    4501
17 47 12.1	+65 33.7	+65.22  	    2.0	 1	 95.3	 31.1	a  	        	    4502
18 33 42.1	+65 21.3	+65.23  	    6.6	 1	 95.3	 26.3	a  	        	    4503
18 45 43.0	+65 11.5	+65.24  	    2.0	 1	 95.4	 25.0	a  	        	    4504
18 51 20.7	+65 50.3	+65.25  	    2.0	 1	 96.2	 24.6	a  	        	    4505
18 55 09.9	+65 49.6	+65.26  	    2.1	22	 96.3	 24.2	bl 	        	    4506
19 11 06.1	+65 41.7	+65.27  	    2.4	 1	 96.6	 22.6	a  	        	    4507
19 44 20.7	+65 51.2	+65.28  	    2.8	 1	 98.0	 19.4	a  	        	    4508
20 22 31.1	+65 27.1	+65.29  	    2.1	21	 99.5	 15.8	be 	        	    4509
21 14 47.9	+65 17.9	+65.30  	    3.5	 1	102.7	 11.3	a  	        	    4510
21 29 14.7	+65 44.6	+65.31  	    2.4	 2	104.1	 10.6	b  	        	    4511
23 45 32.5	+65 57.2	+65.32  	    6.6	 1	116.3	  3.9	a  	        	    4512
00 13 53.5	+66 26.7	+66.01  	    3.1	 1	119.2	  3.8	a  	        	    4513
00 44 40.8	+66 18.6	+66.02  	    7.6	 1	122.3	  3.4	a  	3C21.1  	    4514
01 00 04.9	+66 51.7	+66.03  	    3.4	 1	123.8	  4.0	a  	        	    4515
02 25 37.8	+66 14.2	+66.04  	    2.7	 1	132.2	  5.1	a  	        	    4516
03 54 05.4	+66 19.3	+66.05  	    2.6	 2	139.9	  9.7	b  	        	    4517
04 12 57.4	+66 40.6	+66.06  	    2.9	 2	141.0	 11.2	b  	        	    4518
08 15 00.4	+66 26.6	+66.07  	    2.3	 2	149.4	 33.0	b  	        	    4519
09 15 33.9	+65 55.5	+66.08  	    4.9	 2	148.1	 39.0	b  	        	    4520
09 49 11.2	+66 16.0	+66.09  	    3.2	 1	145.7	 41.9	a  	        	    4521
10 20 32.1	+65 51.5	+66.10  	    4.8	 1	143.6	 44.7	a  	        	    4522
10 51 47.4	+65 51.3	+66.11  	    2.1	 1	140.3	 47.0	a  	        	    4523
11 30 27.8	+66 28.0	+66.12  	    4.7	 1	135.0	 48.7	a  	        	    4524
11 39 58.7	+65 47.7	+66.13  	   13.7	 1	134.2	 49.7	a  	3C263   	    4525
14 04 07.9	+65 52.0	+66.14  	    5.2	 1	111.6	 49.6	a  	        	    4526
14 13 17.3	+66 44.1	+66.15  	    3.3	 1	110.9	 48.4	a  	        	    4527
15 23 02.7	+66 44.9	+66.16  	    2.5	 1	103.2	 44.1	a  	        	    4528
16 09 34.6	+65 57.4	+66.17  	   23.2	 1	 98.8	 40.7	a  	3C330   	    4529
17 01 08.8	+65 56.6	+66.18  	    2.6	 1	 96.5	 35.8	a  	        	    4530
17 22 43.6	+66 52.8	+66.19  	    3.6	 1	 97.1	 33.5	a  	        	    4531
18 46 50.9	+66 56.2	+66.20  	    3.2	 1	 97.3	 25.2	a  	        	    4532
19 10 30.4	+66 48.3	+66.21  	    2.1	 1	 97.7	 23.0	a  	        	    4533
19 50 10.7	+66 30.1	+66.22  	    2.1	 1	 98.8	 19.2	a  	        	    4534
20 19 53.3	+66 17.7	+66.23  	    3.9	 1	100.1	 16.4	a  	        	    4535
21 57 04.3	+66 27.4	+66.24  	    2.4	 1	106.7	  9.2	a  	        	    4536
22 28 36.7	+66 21.5	+66.25  	    2.5	 1	109.3	  7.3	a  	        	    4537
00 38 12.8	+67 40.7	+67.01  	    2.1	 2	121.7	  4.8	b  	        	    4538
00 45 41.9	+67 32.4	+67.02  	    3.2	 1	122.4	  4.7	a  	        	    4539
01 05 07.3	+67 49.1	+67.03  	    4.6	22	124.2	  5.0	bl 	        	    4540
01 10 10.9	+68 06.7	+67.04  	    6.0	 1	124.7	  5.3	a  	        	    4541
02 28 51.8	+67 21.5	+67.05  	    2.0	 1	132.1	  6.2	a  	        	    4542
03 00 54.7	+67 47.2	+67.06  	    2.1	 1	134.7	  7.9	a  	        	    4543
03 17 28.3	+68 08.2	+67.07  	    2.8	21	135.9	  9.0	be 	        	    4544
03 41 33.1	+67 57.3	+67.08  	    2.8	 1	137.9	 10.2	a  	        	    4545
03 52 19.5	+67 56.3	+67.09  	    2.7	 1	138.7	 10.8	a  	        	    4546
04 11 54.5	+67 18.0	+67.10  	    2.2	 1	140.5	 11.6	a  	        	    4547
04 23 39.4	+67 25.4	+67.11  	    2.1	21	141.2	 12.5	be 	        	    4548
06 29 53.9	+67 34.7	+67.12  	    3.3	 1	147.3	 22.9	a  	        	    4549
07 24 53.2	+67 01.4	+67.13  	    2.9	 1	148.9	 28.1	a  	        	    4550
07 28 09.9	+67 48.8	+67.14  	    8.5	 1	148.0	 28.4	a  	        	    4551
08 08 52.8	+67 29.1	+67.15  	    2.2	21	148.2	 32.3	be 	        	    4552
09 06 07.2	+66 50.4	+67.16  	    2.7	 1	147.4	 37.8	a  	        	    4553
09 33 49.7	+67 23.4	+67.17  	    2.3	 2	145.4	 40.1	b  	        	    4554
11 08 02.3	+66 58.4	+67.18  	    2.4	 2	137.5	 47.1	b  	        	    4555
11 38 45.0	+67 34.3	+67.19  	    2.1	21	133.2	 48.1	be 	        	    4556
12 08 07.4	+67 30.9	+67.20  	    2.1	21	129.2	 49.1	be 	        	    4557
12 33 16.4	+67 08.7	+67.21  	    4.5	 1	125.7	 49.9	a  	        	    4558
13 13 26.6	+67 35.6	+67.22  	    4.7	 1	119.7	 49.4	a  	        	    4559
14 04 08.1	+66 50.5	+67.23  	    2.3	 1	112.2	 48.7	a  	        	    4560
14 13 00.3	+67 30.2	+67.24  	    3.2	 2	111.5	 47.8	b  	        	    4561
15 15 38.3	+66 53.6	+67.25  	    2.9	 1	104.0	 44.6	a  	        	    4562
17 16 35.8	+67 07.0	+67.26  	    2.1	 1	 97.5	 34.0	a  	        	    4563
17 48 13.1	+67 01.9	+67.27  	    2.4	 1	 97.0	 31.0	a  	        	    4564
18 16 27.9	+67 10.6	+67.28  	    2.1	21	 97.1	 28.2	be 	        	    4565
19 15 14.5	+67 40.7	+67.29  	    2.3	 1	 98.7	 22.8	a  	        	    4566
19 23 53.4	+67 48.1	+67.30  	    2.2	21	 99.1	 22.0	be 	        	    4567
19 26 39.6	+67 57.0	+67.31  	    3.0	 1	 99.4	 21.8	a  	        	    4568
19 50 19.1	+67 23.5	+67.32  	    2.7	 2	 99.7	 19.5	b  	        	    4569
20 51 27.7	+67 42.4	+67.33  	    2.3	21	103.1	 14.7	be 	        	    4570
21 02 23.9	+68 10.9	+67.34  	    2.3	 1	104.1	 14.1	a  	        	    4571
23 18 21.5	+67 54.0	+67.35  	    6.7	 1	114.3	  6.6	a  	        	    4572
23 56 55.5	+67 49.8	+67.36  	    2.2	 2	117.8	  5.5	b  	        	    4573
00 43 06.2	+68 27.4	+68.01  	    2.7	22	122.2	  5.6	bl 	        	    4574
00 55 55.3	+68 21.0	+68.02  	   26.4	 1	123.3	  5.5	a  	3C27    	    4575
02 57 46.7	+68 21.7	+68.03  	    2.2	 1	134.2	  8.3	a  	        	    4576
03 22 17.2	+69 01.0	+68.04  	    2.1	22	135.8	 10.0	bl 	        	    4577
04 26 47.6	+68 30.1	+68.05  	    2.0	 1	140.6	 13.4	a  	        	    4578
05 34 40.0	+68 58.9	+68.06  	    4.1	 1	143.9	 18.7	a  	        	    4579
07 02 51.3	+68 38.8	+68.07  	    2.9	 1	146.8	 26.2	a  	        	    4580
07 13 10.7	+68 51.0	+68.08  	    5.0	 1	146.7	 27.1	a  	        	    4581
09 12 34.7	+68 31.8	+68.09  	    2.1	 1	145.1	 37.8	a  	        	    4582
09 21 08.6	+68 12.6	+68.10  	    2.9	 1	145.1	 38.6	a  	        	    4583
09 36 45.1	+67 54.8	+68.11  	    3.2	 1	144.6	 40.1	a  	        	    4584
11 09 59.1	+68 02.7	+68.12  	    2.8	 1	136.3	 46.4	a  	        	    4585
11 40 21.6	+68 41.2	+68.13  	    4.8	 1	132.3	 47.1	a  	        	    4586
11 55 33.2	+68 08.1	+68.14  	    2.6	 1	130.7	 48.1	a  	        	    4587
12 11 27.4	+68 10.7	+68.15  	    3.2	 1	128.5	 48.5	a  	        	    4588
15 58 58.4	+68 29.8	+68.16  	    2.6	 1	102.4	 40.3	a  	        	    4589
16 18 17.5	+68 24.8	+68.17  	    3.1	 1	101.2	 38.8	a  	        	    4590
16 29 50.3	+67 59.3	+68.18  	    2.0	 1	100.1	 38.0	a  	        	    4591
17 16 06.3	+68 55.5	+68.19  	    6.3	 1	 99.6	 33.7	a  	        	    4592
18 15 21.6	+68 10.3	+68.20  	    2.2	 1	 98.3	 28.4	a  	        	    4593
18 19 34.2	+68 57.0	+68.21  	    2.6	 1	 99.2	 28.0	a  	        	    4594
18 59 22.9	+68 39.0	+68.22  	    2.1	 1	 99.4	 24.4	a  	        	    4595
19 38 27.2	+68 34.3	+68.23  	    2.1	 1	100.4	 21.0	a  	        	    4596
21 36 35.0	+68 33.3	+68.24  	    2.1	 1	106.6	 12.1	a  	        	    4597
22 10 35.5	+68 50.9	+68.25  	    3.4	 1	109.2	 10.4	a  	        	    4598
22 41 12.9	+68 20.7	+68.26  	    2.6	 1	111.4	  8.5	a  	        	    4599
00 05 24.7	+69 20.0	+69.01  	    2.2	 2	118.9	  6.8	b  	        	    4600
00 39 03.3	+70 00.7	+69.02  	    2.4	22	121.9	  7.2	bl 	        	    4601
00 45 32.8	+70 07.9	+69.03  	    2.3	 1	122.4	  7.3	a  	        	    4602
01 08 33.3	+69 19.4	+69.04  	    5.9	 1	124.5	  6.5	a  	3C33.2  	    4603
03 42 09.8	+69 47.0	+69.05  	    2.0	 1	136.8	 11.6	a  	        	    4604
05 07 59.0	+69 46.5	+69.06  	    2.3	 1	141.9	 17.1	a  	        	    4605
06 26 17.2	+69 02.4	+69.07  	    5.4	 1	145.7	 23.0	a  	        	    4606
06 53 11.2	+69 17.7	+69.08  	    8.3	 1	146.0	 25.4	a  	        	    4607
06 58 41.3	+69 25.7	+69.09  	    3.4	 2	145.9	 25.9	b  	        	    4608
07 01 24.0	+69 50.6	+69.10  	    3.8	 1	145.5	 26.2	a  	        	    4609
09 22 40.6	+69 05.9	+69.11  	    2.5	 1	144.0	 38.4	a  	        	    4610
09 55 48.5	+69 41.2	+69.12  	   14.0	 1	141.4	 40.6	a  	3C231   	    4611
10 02 08.7	+69 13.1	+69.13  	    2.4	22	141.5	 41.3	bl 	        	    4612
10 13 46.9	+69 33.0	+69.14  	    2.8	 1	140.3	 41.9	a  	        	    4613
13 12 19.2	+69 41.5	+69.15  	    2.4	22	120.3	 47.3	bl 	        	    4614
13 58 29.7	+69 29.5	+69.16  	    2.4	 1	114.5	 46.5	a  	        	    4615
14 53 37.3	+69 27.3	+69.17  	    6.7	 1	108.5	 44.1	a  	        	    4616
15 04 07.4	+68 56.6	+69.18  	    2.8	 1	107.1	 43.9	a  	        	    4617
15 57 03.6	+69 29.2	+69.19  	    3.1	 1	103.6	 40.0	a  	        	    4618
16 22 09.2	+69 32.0	+69.20  	    5.3	 2	102.3	 38.0	b  	        	    4619
16 42 02.9	+68 56.4	+69.21  	    2.5	 1	100.7	 36.6	a  	        	    4620
17 07 32.6	+69 06.5	+69.22  	    2.1	21	100.1	 34.4	be 	        	    4621
17 18 58.9	+69 52.9	+69.23  	    2.6	 1	100.7	 33.3	a  	        	    4622
18 06 48.1	+69 59.0	+69.24  	    5.3	 2	100.3	 29.2	b  	3C371*  	    4623
19 03 58.7	+69 20.6	+69.25  	    2.5	21	100.2	 24.2	be 	        	    4624
19 22 09.8	+69 11.8	+69.26  	    3.1	 1	100.5	 22.6	a  	        	    4625
19 26 36.0	+69 56.7	+69.27  	    3.8	 2	101.4	 22.4	b  	        	    4626
20 22 16.6	+69 34.8	+69.28  	    3.6	21	103.2	 17.9	be 	        	    4627
20 44 06.8	+69 47.0	+69.29  	    2.3	 1	104.4	 16.4	a  	        	    4628
21 46 48.1	+69 29.9	+69.30  	    3.1	 1	108.0	 12.2	a  	        	    4629
23 46 23.8	+69 35.6	+69.31  	    2.0	21	117.3	  7.4	be 	        	    4630
01 16 18.2	+70 40.8	+70.01  	    2.0	 1	125.0	  7.9	a  	        	    4631
02 45 05.8	+70 59.0	+70.02  	    2.2	 1	132.0	 10.1	a  	        	    4632
03 35 40.9	+70 54.1	+70.03  	    6.3	 1	135.6	 12.2	a  	        	    4633
05 35 25.1	+70 12.0	+70.04  	    2.1	 1	142.8	 19.3	a  	        	    4634
06 15 32.1	+70 57.2	+70.05  	    3.1	 1	143.4	 22.7	a  	        	    4635
07 39 20.2	+70 22.7	+70.06  	   11.8	 1	145.1	 29.4	a  	3C184   	    4636
09 34 16.4	+69 49.8	+70.07  	    2.3	 1	142.6	 38.9	a  	        	    4637
09 54 19.4	+70 25.2	+70.08  	    2.5	 2	140.7	 40.0	b  	*       	    4638
11 37 45.1	+69 52.8	+70.09  	    2.8	21	131.9	 45.9	be 	        	    4639
11 45 05.0	+69 59.7	+70.10  	    4.1	 2	131.0	 46.1	b  	        	    4640
11 47 51.6	+70 38.0	+70.11  	    2.6	 1	130.4	 45.6	a  	        	    4641
12 13 21.3	+70 20.6	+70.12  	    4.1	 1	127.6	 46.4	a  	        	    4642
12 39 35.0	+70 28.9	+70.13  	    3.0	 1	124.4	 46.6	a  	        	    4643
13 33 06.4	+70 36.2	+70.14  	    3.1	 1	118.0	 46.1	a  	        	    4644
14 48 37.3	+70 15.4	+70.15  	    2.6	 1	109.7	 43.7	a  	        	    4645
15 10 18.8	+70 44.9	+70.16  	    9.2	 1	108.2	 42.2	a  	3C314.1 	    4646
15 30 33.2	+69 55.6	+70.17  	    3.8	 1	105.9	 41.5	a  	        	    4647
15 49 54.5	+70 12.6	+70.18  	    3.1	 1	104.8	 40.1	a  	        	    4648
15 57 26.2	+70 40.4	+70.19  	    4.1	 1	104.9	 39.3	a  	        	    4649
18 06 45.7	+70 40.0	+70.20  	    6.9	 1	101.1	 29.2	a  	3C371*  	    4650
18 18 02.2	+70 42.0	+70.21  	    3.3	 1	101.1	 28.2	a  	        	    4651
18 24 29.2	+70 42.3	+70.22  	    2.2	 1	101.2	 27.7	a  	        	    4652
21 31 06.0	+71 05.4	+70.23  	    3.2	 1	108.1	 14.3	a  	        	    4653
22 57 02.5	+70 27.0	+70.24  	    5.3	 1	113.6	  9.7	a  	        	    4654
23 37 19.7	+70 50.5	+70.25  	    2.1	 1	116.9	  8.8	a  	        	    4655
23 42 01.1	+70 51.5	+70.26  	    2.0	 1	117.3	  8.8	a  	        	    4656
00 17 38.9	+72 13.1	+71.01  	    3.4	 1	120.3	  9.5	a  	        	    4657
00 48 31.2	+71 57.9	+71.02  	    2.7	 1	122.7	  9.1	a  	        	    4658
02 41 09.3	+72 01.8	+71.03  	    6.4	 1	131.3	 11.0	a  	        	    4659
03 30 20.9	+71 49.7	+71.04  	    5.3	 1	134.7	 12.7	a  	        	    4660
07 20 24.5	+71 20.1	+71.05  	    2.6	 1	144.0	 27.9	a  	        	    4661
08 21 28.9	+71 20.8	+71.06  	    3.1	 1	143.5	 32.8	a  	        	    4662
08 41 21.9	+70 53.3	+71.07  	    5.0	 1	143.5	 34.4	a  	        	    4663
10 03 15.7	+71 05.0	+71.08  	    3.7	 1	139.4	 40.2	a  	        	    4664
10 11 30.3	+71 26.1	+71.09  	    5.0	 1	138.5	 40.5	a  	        	    4665
10 22 32.1	+71 35.2	+71.10  	    2.3	 1	137.6	 41.0	a  	        	    4666
11 54 46.8	+70 47.0	+71.11  	    3.2	 1	129.5	 45.6	a  	        	    4667
11 58 07.9	+71 42.1	+71.12  	    5.7	 1	128.8	 44.8	a  	        	    4668
13 42 57.9	+71 30.3	+71.13  	    2.6	 1	117.2	 45.0	a  	        	    4669
14 10 26.5	+71 01.3	+71.14  	    2.1	 1	114.0	 44.7	a  	        	    4670
14 59 07.7	+71 39.9	+71.15  	   23.1	 1	110.0	 42.1	a  	3C309.1 	    4671
16 44 31.7	+70 58.5	+71.16  	    2.4	 1	103.0	 35.7	a  	        	    4672
17 45 41.1	+71 15.2	+71.17  	    2.7	 1	101.9	 30.8	a  	        	    4673
18 44 31.5	+72 02.9	+71.18  	    4.3	 1	102.8	 26.2	a  	        	    4674
21 21 04.1	+71 50.7	+71.19  	    3.0	 2	108.1	 15.4	b  	        	    4675
22 50 29.1	+71 28.5	+71.20  	   10.2	 1	113.6	 10.8	a  	3C454.1 	    4676
23 02 17.0	+71 33.1	+71.21  	    2.1	21	114.4	 10.5	be 	        	    4677
23 29 35.3	+71 43.1	+71.22  	    5.1	 1	116.5	  9.9	a  	        	    4678
01 09 42.3	+73 11.5	+72.01  	   11.4	 1	124.3	 10.4	a  	3C33.1  	    4679
01 25 58.7	+72 45.4	+72.02  	    7.1	 1	125.5	 10.1	a  	        	    4680
02 09 56.3	+72 20.1	+72.03  	    3.3	21	128.9	 10.4	be 	        	    4681
